CODGEO;LIBGEO;AAV2020;LIBAAV2020;CATEAAV2020;DEP;REG
71169;Davayé;084;Mâcon;20;71;27
71170;Demigny;174;Beaune;20;71;27
71171;Dennevy;000;Commune hors attraction des villes;30;71;27
71172;Dettey;176;Montceau-les-Mines;20;71;27
71173;Devrouze;000;Commune hors attraction des villes;30;71;27
71174;Dezize-lès-Maranges;000;Commune hors attraction des villes;30;71;27
71175;Diconne;070;Chalon-sur-Saône;20;71;27
71176;Digoin;416;Digoin;11;71;27
71177;Dommartin-lès-Cuiseaux;000;Commune hors attraction des villes;30;71;27
71178;Dompierre-les-Ormes;084;Mâcon;20;71;27
71179;Dompierre-sous-Sanvignes;176;Montceau-les-Mines;20;71;27
71181;Donzy-le-Pertuis;000;Commune hors attraction des villes;30;71;27
71182;Dracy-le-Fort;070;Chalon-sur-Saône;20;71;27
71183;Dracy-lès-Couches;000;Commune hors attraction des villes;30;71;27
71184;Dracy-Saint-Loup;239;Autun;20;71;27
71185;Dyo;000;Commune hors attraction des villes;30;71;27
71186;Écuelles;174;Beaune;20;71;27
71187;Écuisses;183;Le Creusot;20;71;27
71188;Épertully;000;Commune hors attraction des villes;30;71;27
71189;Épervans;070;Chalon-sur-Saône;20;71;27
71190;Épinac;239;Autun;20;71;27
71191;Essertenne;183;Le Creusot;20;71;27
71192;Étang-sur-Arroux;239;Autun;20;71;27
71193;Étrigny;000;Commune hors attraction des villes;30;71;27
71194;Farges-lès-Chalon;070;Chalon-sur-Saône;20;71;27
71195;Farges-lès-Mâcon;084;Mâcon;20;71;27
71196;Le Fay;132;Lons-le-Saunier;20;71;27
71198;Flacey-en-Bresse;000;Commune hors attraction des villes;30;71;27
71199;Flagy;084;Mâcon;20;71;27
71200;Fleury-la-Montagne;079;Roanne;20;71;27
71201;Fley;000;Commune hors attraction des villes;30;71;27
71202;Fontaines;070;Chalon-sur-Saône;20;71;27
71203;Fontenay;582;Charolles;20;71;27
71204;Fragnes-La Loyère;070;Chalon-sur-Saône;20;71;27
71205;Frangy-en-Bresse;000;Commune hors attraction des villes;30;71;27
71206;La Frette;000;Commune hors attraction des villes;30;71;27
71207;Fretterans;000;Commune hors attraction des villes;30;71;27
71208;Frontenard;000;Commune hors attraction des villes;30;71;27
71209;Frontenaud;000;Commune hors attraction des villes;30;71;27
71210;Fuissé;084;Mâcon;20;71;27
71212;Génelard;176;Montceau-les-Mines;20;71;27
71213;La Genête;000;Commune hors attraction des villes;30;71;27
71214;Genouilly;000;Commune hors attraction des villes;30;71;27
71215;Gergy;070;Chalon-sur-Saône;20;71;27
71216;Germagny;000;Commune hors attraction des villes;30;71;27
71217;Germolles-sur-Grosne;000;Commune hors attraction des villes;30;71;27
71218;Gibles;000;Commune hors attraction des villes;30;71;27
71219;Gigny-sur-Saône;070;Chalon-sur-Saône;20;71;27
71220;Gilly-sur-Loire;514;Bourbon-Lancy;20;71;27
71221;Givry;070;Chalon-sur-Saône;20;71;27
71222;Gourdon;176;Montceau-les-Mines;20;71;27
71223;La Grande-Verrière;239;Autun;20;71;27
71224;Grandvaux;336;Paray-le-Monial;20;71;27
71225;Granges;070;Chalon-sur-Saône;20;71;27
71226;Grevilly;000;Commune hors attraction des villes;30;71;27
71227;Grury;436;Gueugnon;20;71;27
71228;Guerfand;070;Chalon-sur-Saône;20;71;27
71229;Les Guerreaux;416;Digoin;20;71;27
71230;Gueugnon;436;Gueugnon;11;71;27
71231;La Guiche;000;Commune hors attraction des villes;30;71;27
71232;Hautefond;336;Paray-le-Monial;20;71;27
71233;L'Hôpital-le-Mercier;336;Paray-le-Monial;20;71;27
71234;Huilly-sur-Seille;000;Commune hors attraction des villes;30;71;27
71235;Hurigny;084;Mâcon;20;71;27
71236;Igé;084;Mâcon;20;71;27
71237;Igornay;239;Autun;20;71;27
71238;Iguerande;079;Roanne;20;71;27
71239;Issy-l'Évêque;000;Commune hors attraction des villes;30;71;27
71240;Jalogny;084;Mâcon;20;71;27
71241;Jambles;070;Chalon-sur-Saône;20;71;27
71242;Joncy;000;Commune hors attraction des villes;30;71;27
71243;Joudes;641;Saint-Amour;20;71;27
71244;Jouvençon;000;Commune hors attraction des villes;30;71;27
71245;Jugy;070;Chalon-sur-Saône;20;71;27
71246;Juif;333;Louhans;20;71;27
71247;Jully-lès-Buxy;070;Chalon-sur-Saône;20;71;27
71248;Lacrost;446;Tournus;20;71;27
71249;Laives;070;Chalon-sur-Saône;20;71;27
71250;Laizé;084;Mâcon;20;71;27
71251;Laizy;239;Autun;20;71;27
71252;Lalheue;070;Chalon-sur-Saône;20;71;27
71253;Lans;070;Chalon-sur-Saône;20;71;27
71254;Lays-sur-le-Doubs;000;Commune hors attraction des villes;30;71;27
71255;Lesme;514;Bourbon-Lancy;20;71;27
71256;Lessard-en-Bresse;070;Chalon-sur-Saône;20;71;27
71257;Lessard-le-National;070;Chalon-sur-Saône;20;71;27
71258;Leynes;084;Mâcon;20;71;27
71259;Ligny-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71261;Loisy;446;Tournus;20;71;27
71262;Longepierre;000;Commune hors attraction des villes;30;71;27
71263;Louhans;333;Louhans;11;71;27
71264;Lournand;084;Mâcon;20;71;27
71266;Lucenay-l'Évêque;239;Autun;20;71;27
71267;Lugny;084;Mâcon;20;71;27
71268;Lugny-lès-Charolles;336;Paray-le-Monial;20;71;27
71269;Lux;070;Chalon-sur-Saône;20;71;27
71270;Mâcon;084;Mâcon;11;71;27
71271;Mailly;079;Roanne;20;71;27
71272;Malay;000;Commune hors attraction des villes;30;71;27
71273;Maltat;514;Bourbon-Lancy;20;71;27
71274;Mancey;446;Tournus;20;71;27
71275;Marcigny;000;Commune hors attraction des villes;30;71;27
71276;Marcilly-la-Gueurce;582;Charolles;20;71;27
71277;Marcilly-lès-Buxy;070;Chalon-sur-Saône;20;71;27
71278;Marigny;183;Le Creusot;20;71;27
71279;Le Rousset-Marizy;176;Montceau-les-Mines;20;71;27
71280;Marly-sous-Issy;000;Commune hors attraction des villes;30;71;27
71281;Marly-sur-Arroux;436;Gueugnon;20;71;27
71282;Marmagne;183;Le Creusot;20;71;27
71283;Marnay;070;Chalon-sur-Saône;20;71;27
71284;Martailly-lès-Brancion;000;Commune hors attraction des villes;30;71;27
71285;Martigny-le-Comte;176;Montceau-les-Mines;20;71;27
71286;Mary;176;Montceau-les-Mines;20;71;27
71287;Massilly;000;Commune hors attraction des villes;30;71;27
71289;Matour;000;Commune hors attraction des villes;30;71;27
71290;Mazille;084;Mâcon;20;71;27
71291;Melay;079;Roanne;20;71;27
71292;Mellecey;070;Chalon-sur-Saône;20;71;27
71293;Ménetreuil;000;Commune hors attraction des villes;30;71;27
71294;Mercurey;070;Chalon-sur-Saône;20;71;27
71295;Mervans;070;Chalon-sur-Saône;20;71;27
71296;Messey-sur-Grosne;070;Chalon-sur-Saône;20;71;27
71297;Mesvres;239;Autun;20;71;27
71299;Milly-Lamartine;084;Mâcon;20;71;27
71300;Le Miroir;000;Commune hors attraction des villes;30;71;27
71301;Mont;514;Bourbon-Lancy;20;71;27
71302;Montagny-lès-Buxy;070;Chalon-sur-Saône;20;71;27
71303;Montagny-près-Louhans;333;Louhans;20;71;27
71305;Montbellet;084;Mâcon;20;71;27
71306;Montceau-les-Mines;176;Montceau-les-Mines;11;71;27
71307;Montceaux-l'Étoile;336;Paray-le-Monial;20;71;27
71308;Montceaux-Ragny;070;Chalon-sur-Saône;20;71;27
71309;Montcenis;183;Le Creusot;20;71;27
71310;Montchanin;183;Le Creusot;20;71;27
71311;Montcony;000;Commune hors attraction des villes;30;71;27
71312;Montcoy;070;Chalon-sur-Saône;20;71;27
71313;Monthelon;239;Autun;20;71;27
71314;Montjay;000;Commune hors attraction des villes;30;71;27
71315;Mont-lès-Seurre;174;Beaune;20;71;27
71316;Montmelard;000;Commune hors attraction des villes;30;71;27
71317;Montmort;000;Commune hors attraction des villes;30;71;27
71318;Montpont-en-Bresse;000;Commune hors attraction des villes;30;71;27
71319;Montret;000;Commune hors attraction des villes;30;71;27
71320;Mont-Saint-Vincent;176;Montceau-les-Mines;20;71;27
71321;Morey;070;Chalon-sur-Saône;20;71;27
71322;Morlet;239;Autun;20;71;27
71323;Mornay;000;Commune hors attraction des villes;30;71;27
71324;Moroges;070;Chalon-sur-Saône;20;71;27
71325;La Motte-Saint-Jean;416;Digoin;20;71;27
71326;Mouthier-en-Bresse;000;Commune hors attraction des villes;30;71;27
71327;Mussy-sous-Dun;532;Chauffailles;20;71;27
71328;Nanton;070;Chalon-sur-Saône;20;71;27
71329;Navilly;000;Commune hors attraction des villes;30;71;27
71330;Neuvy-Grandchamp;436;Gueugnon;20;71;27
71331;Nochize;336;Paray-le-Monial;20;71;27
71332;Ormes;070;Chalon-sur-Saône;20;71;27
71333;Oslon;070;Chalon-sur-Saône;20;71;27
71334;Oudry;436;Gueugnon;20;71;27
71335;Ouroux-sous-le-Bois-Sainte-Marie;000;Commune hors attraction des villes;30;71;27
71336;Ouroux-sur-Saône;070;Chalon-sur-Saône;20;71;27
71337;Oyé;000;Commune hors attraction des villes;30;71;27
71338;Ozenay;446;Tournus;20;71;27
71339;Ozolles;582;Charolles;20;71;27
71340;Palinges;176;Montceau-les-Mines;20;71;27
71341;Palleau;174;Beaune;20;71;27
71342;Paray-le-Monial;336;Paray-le-Monial;11;71;27
71343;Paris-l'Hôpital;000;Commune hors attraction des villes;30;71;27
71344;Passy;000;Commune hors attraction des villes;30;71;27
71345;Péronne;084;Mâcon;20;71;27
71346;Perrecy-les-Forges;176;Montceau-les-Mines;20;71;27
71347;Perreuil;183;Le Creusot;20;71;27
71348;Perrigny-sur-Loire;416;Digoin;20;71;27
71349;La Petite-Verrière;239;Autun;20;71;27
71350;Pierreclos;084;Mâcon;20;71;27
71351;Pierre-de-Bresse;000;Commune hors attraction des villes;30;71;27
71352;Le Planois;000;Commune hors attraction des villes;30;71;27
71353;Plottes;446;Tournus;20;71;27
71354;Poisson;336;Paray-le-Monial;20;71;27
71355;Pontoux;070;Chalon-sur-Saône;20;71;27
71356;Pouilloux;176;Montceau-les-Mines;20;71;27
71357;Pourlans;000;Commune hors attraction des villes;30;71;27
71358;Pressy-sous-Dondin;000;Commune hors attraction des villes;30;71;27
71359;Préty;446;Tournus;20;71;27
71360;Prissé;084;Mâcon;20;71;27
71361;Prizy;582;Charolles;20;71;27
71362;Pruzilly;084;Mâcon;20;71;27
71363;Le Puley;000;Commune hors attraction des villes;30;71;27
71364;La Racineuse;070;Chalon-sur-Saône;20;71;27
71365;Rancy;000;Commune hors attraction des villes;30;71;27
71366;Ratenelle;000;Commune hors attraction des villes;30;71;27
71367;Ratte;333;Louhans;20;71;27
71368;Reclesne;239;Autun;20;71;27
71369;Remigny;070;Chalon-sur-Saône;20;71;27
71370;Rigny-sur-Arroux;436;Gueugnon;20;71;27
71371;La Roche-Vineuse;084;Mâcon;20;71;27
71372;Romanèche-Thorins;084;Mâcon;20;71;27
71373;Romenay;000;Commune hors attraction des villes;30;71;27
71374;Rosey;070;Chalon-sur-Saône;20;71;27
71376;Roussillon-en-Morvan;239;Autun;20;71;27
71377;Royer;446;Tournus;20;71;27
71378;Rully;070;Chalon-sur-Saône;20;71;27
71379;Sagy;000;Commune hors attraction des villes;30;71;27
71380;Saillenard;132;Lons-le-Saunier;20;71;27
71381;Sailly;000;Commune hors attraction des villes;30;71;27
71382;Saint-Agnan;416;Digoin;20;71;27
71383;Saint-Albain;084;Mâcon;20;71;27
71384;Saint-Ambreuil;070;Chalon-sur-Saône;20;71;27
71385;Saint-Amour-Bellevue;084;Mâcon;20;71;27
71386;Saint-André-en-Bresse;000;Commune hors attraction des villes;30;71;27
71387;Saint-André-le-Désert;000;Commune hors attraction des villes;30;71;27
71388;Saint-Aubin-en-Charollais;336;Paray-le-Monial;20;71;27
71389;Saint-Aubin-sur-Loire;514;Bourbon-Lancy;20;71;27
71390;Saint-Berain-sous-Sanvignes;176;Montceau-les-Mines;20;71;27
71391;Saint-Bérain-sur-Dheune;183;Le Creusot;20;71;27
71392;Saint-Boil;070;Chalon-sur-Saône;20;71;27
71393;Saint-Bonnet-de-Cray;079;Roanne;20;71;27
71394;Saint-Bonnet-de-Joux;000;Commune hors attraction des villes;30;71;27
71395;Saint-Bonnet-de-Vieille-Vigne;176;Montceau-les-Mines;20;71;27
71396;Saint-Bonnet-en-Bresse;000;Commune hors attraction des villes;30;71;27
71397;Sainte-Cécile;084;Mâcon;20;71;27
71398;Saint-Christophe-en-Bresse;070;Chalon-sur-Saône;20;71;27
71399;Saint-Christophe-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71400;Saint-Clément-sur-Guye;000;Commune hors attraction des villes;30;71;27
71401;Sainte-Croix-en-Bresse;333;Louhans;20;71;27
71402;Saint-Cyr;070;Chalon-sur-Saône;20;71;27
71403;Saint-Denis-de-Vaux;070;Chalon-sur-Saône;20;71;27
71404;Saint-Désert;070;Chalon-sur-Saône;20;71;27
71405;Saint-Didier-en-Bresse;070;Chalon-sur-Saône;20;71;27
71406;Saint-Didier-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71407;Saint-Didier-sur-Arroux;239;Autun;20;71;27
71408;Saint-Edmond;000;Commune hors attraction des villes;30;71;27
71409;Saint-Émiland;239;Autun;20;71;27
71410;Saint-Étienne-en-Bresse;070;Chalon-sur-Saône;20;71;27
71411;Saint-Eugène;176;Montceau-les-Mines;20;71;27
71412;Saint-Eusèbe;183;Le Creusot;20;71;27
71413;Saint-Firmin;183;Le Creusot;20;71;27
71414;Saint-Forgeot;239;Autun;20;71;27
71415;Sainte-Foy;000;Commune hors attraction des villes;30;71;27
71416;Saint-Gengoux-de-Scissé;084;Mâcon;20;71;27
71417;Saint-Gengoux-le-National;000;Commune hors attraction des villes;30;71;27
71419;Saint-Germain-du-Bois;000;Commune hors attraction des villes;30;71;27
71420;Saint-Germain-du-Plain;070;Chalon-sur-Saône;20;71;27
71421;Saint-Germain-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71422;Saint-Germain-lès-Buxy;070;Chalon-sur-Saône;20;71;27
71423;Saint-Gervais-en-Vallière;174;Beaune;20;71;27
71424;Saint-Gervais-sur-Couches;000;Commune hors attraction des villes;30;71;27
71425;Saint-Gilles;000;Commune hors attraction des villes;30;71;27
71426;Sainte-Hélène;070;Chalon-sur-Saône;20;71;27
71427;Saint-Huruge;000;Commune hors attraction des villes;30;71;27
71428;Saint-Igny-de-Roche;532;Chauffailles;20;71;27
71430;Saint-Jean-de-Vaux;070;Chalon-sur-Saône;20;71;27
71431;Saint-Jean-de-Trézy;000;Commune hors attraction des villes;30;71;27
71433;Saint-Julien-de-Civry;582;Charolles;20;71;27
71434;Saint-Julien-de-Jonzy;079;Roanne;20;71;27
71435;Saint-Julien-sur-Dheune;183;Le Creusot;20;71;27
71436;Saint-Laurent-d'Andenay;183;Le Creusot;20;71;27
71437;Saint-Laurent-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71438;Saint-Léger-du-Bois;239;Autun;20;71;27
71439;Saint-Léger-lès-Paray;336;Paray-le-Monial;20;71;27
71440;Saint-Léger-sous-Beuvray;239;Autun;20;71;27
71441;Saint-Léger-sous-la-Bussière;084;Mâcon;20;71;27
71442;Saint-Léger-sur-Dheune;000;Commune hors attraction des villes;30;71;27
71443;Saint-Loup-Géanges;174;Beaune;20;71;27
71444;Saint-Loup-de-Varennes;070;Chalon-sur-Saône;20;71;27
71445;Saint-Marcel;070;Chalon-sur-Saône;20;71;27
71446;Saint-Marcelin-de-Cray;000;Commune hors attraction des villes;30;71;27
71447;Saint-Mard-de-Vaux;070;Chalon-sur-Saône;20;71;27
71448;Saint-Martin-Belle-Roche;084;Mâcon;20;71;27
71449;Saint-Martin-d'Auxy;183;Le Creusot;20;71;27
71450;Saint-Martin-de-Commune;000;Commune hors attraction des villes;30;71;27
71451;Saint-Martin-de-Lixy;079;Roanne;20;71;27
71452;Saint-Martin-de-Salencey;000;Commune hors attraction des villes;30;71;27
71453;Saint-Martin-du-Lac;000;Commune hors attraction des villes;30;71;27
71454;Saint-Martin-du-Mont;333;Louhans;20;71;27
71455;Saint-Martin-du-Tartre;000;Commune hors attraction des villes;30;71;27
71456;Saint-Martin-en-Bresse;070;Chalon-sur-Saône;20;71;27
71457;Saint-Martin-en-Gâtinois;174;Beaune;20;71;27
71458;Saint-Martin-la-Patrouille;000;Commune hors attraction des villes;30;71;27
71459;Saint-Martin-sous-Montaigu;070;Chalon-sur-Saône;20;71;27
71460;Saint-Maurice-de-Satonnay;084;Mâcon;20;71;27
71461;Saint-Maurice-des-Champs;000;Commune hors attraction des villes;30;71;27
71462;Saint-Maurice-en-Rivière;070;Chalon-sur-Saône;20;71;27
71463;Saint-Maurice-lès-Châteauneuf;532;Chauffailles;20;71;27
71464;Saint-Maurice-lès-Couches;000;Commune hors attraction des villes;30;71;27
71465;Saint-Micaud;000;Commune hors attraction des villes;30;71;27
71466;Saint-Nizier-sur-Arroux;000;Commune hors attraction des villes;30;71;27
71468;Saint-Pierre-de-Varennes;183;Le Creusot;20;71;27
71469;Saint-Pierre-le-Vieux;000;Commune hors attraction des villes;30;71;27
71470;Saint-Point;084;Mâcon;20;71;27
71471;Saint-Privé;070;Chalon-sur-Saône;20;71;27
71472;Saint-Prix;239;Autun;20;71;27
71473;Saint-Racho;000;Commune hors attraction des villes;30;71;27
71474;Sainte-Radegonde;000;Commune hors attraction des villes;30;71;27
71475;Saint-Rémy;070;Chalon-sur-Saône;20;71;27
71477;Saint-Romain-sous-Gourdon;176;Montceau-les-Mines;20;71;27
71478;Saint-Romain-sous-Versigny;176;Montceau-les-Mines;20;71;27
71479;Saint-Sernin-du-Bois;183;Le Creusot;20;71;27
71480;Saint-Sernin-du-Plain;000;Commune hors attraction des villes;30;71;27
71481;Saint-Symphorien-d'Ancelles;084;Mâcon;20;71;27
71482;Saint-Symphorien-de-Marmagne;183;Le Creusot;20;71;27
71483;Saint-Symphorien-des-Bois;000;Commune hors attraction des villes;30;71;27
71484;Saint-Usuge;333;Louhans;20;71;27
71485;Saint-Vallerin;070;Chalon-sur-Saône;20;71;27
71486;Saint-Vallier;176;Montceau-les-Mines;12;71;27
71487;Saint-Vérand;084;Mâcon;20;71;27
71488;Saint-Vincent-des-Prés;000;Commune hors attraction des villes;30;71;27
71489;Saint-Vincent-en-Bresse;070;Chalon-sur-Saône;20;71;27
71490;Saint-Vincent-Bragny;336;Paray-le-Monial;20;71;27
71491;Saint-Yan;336;Paray-le-Monial;20;71;27
71492;Saint-Ythaire;000;Commune hors attraction des villes;30;71;27
71493;Saisy;000;Commune hors attraction des villes;30;71;27
71494;La Salle;084;Mâcon;20;71;27
71495;Salornay-sur-Guye;000;Commune hors attraction des villes;30;71;27
71496;Sampigny-lès-Maranges;000;Commune hors attraction des villes;30;71;27
71497;Sancé;084;Mâcon;20;71;27
71498;Santilly;070;Chalon-sur-Saône;20;71;27
71499;Sanvignes-les-Mines;176;Montceau-les-Mines;20;71;27
71500;Sarry;000;Commune hors attraction des villes;30;71;27
71501;Sassangy;070;Chalon-sur-Saône;20;71;27
71502;Sassenay;070;Chalon-sur-Saône;20;71;27
71503;Saules;070;Chalon-sur-Saône;20;71;27
71504;Saunières;000;Commune hors attraction des villes;30;71;27
71505;Savianges;000;Commune hors attraction des villes;30;71;27
71506;Savigny-en-Revermont;132;Lons-le-Saunier;20;71;27
71507;Savigny-sur-Grosne;000;Commune hors attraction des villes;30;71;27
71508;Savigny-sur-Seille;333;Louhans;20;71;27
71509;La Celle-en-Morvan;239;Autun;20;71;27
71510;Semur-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71512;Sennecey-le-Grand;070;Chalon-sur-Saône;20;71;27
71513;Senozan;084;Mâcon;20;71;27
71514;Sens-sur-Seille;000;Commune hors attraction des villes;30;71;27
71515;Sercy;000;Commune hors attraction des villes;30;71;27
71516;Serley;000;Commune hors attraction des villes;30;71;27
71517;Sermesse;070;Chalon-sur-Saône;20;71;27
71518;Serrières;084;Mâcon;20;71;27
71519;Serrigny-en-Bresse;070;Chalon-sur-Saône;20;71;27
71520;Sevrey;070;Chalon-sur-Saône;20;71;27
71521;Sigy-le-Châtel;000;Commune hors attraction des villes;30;71;27
71522;Simandre;070;Chalon-sur-Saône;20;71;27
71523;Simard;333;Louhans;20;71;27
71524;Sivignon;084;Mâcon;20;71;27
71525;Sologny;084;Mâcon;20;71;27
71526;Solutré-Pouilly;084;Mâcon;20;71;27
71527;Sommant;239;Autun;20;71;27
71528;Sornay;333;Louhans;20;71;27
71529;Suin;000;Commune hors attraction des villes;30;71;27
71530;Sully;239;Autun;20;71;27
71531;La Tagnière;239;Autun;20;71;27
71532;Taizé;000;Commune hors attraction des villes;30;71;27
71533;Tancon;532;Chauffailles;20;71;27
71534;Le Tartre;000;Commune hors attraction des villes;30;71;27
71535;Tavernay;239;Autun;20;71;27
71537;Thil-sur-Arroux;000;Commune hors attraction des villes;30;71;27
71538;Thurey;070;Chalon-sur-Saône;20;71;27
71539;Tintry;239;Autun;20;71;27
71540;Torcy;183;Le Creusot;20;71;27
71541;Torpes;000;Commune hors attraction des villes;30;71;27
71542;Toulon-sur-Arroux;000;Commune hors attraction des villes;30;71;27
71543;Tournus;446;Tournus;11;71;27
71544;Toutenant;070;Chalon-sur-Saône;20;71;27
71545;Tramayes;084;Mâcon;20;71;27
71546;Trambly;000;Commune hors attraction des villes;30;71;27
71547;Trivy;084;Mâcon;20;71;27
71548;Tronchy;070;Chalon-sur-Saône;20;71;27
71549;La Truchère;446;Tournus;20;71;27
71550;Uchizy;084;Mâcon;20;71;27
71551;Uchon;183;Le Creusot;20;71;27
71552;Uxeau;436;Gueugnon;20;71;27
71553;Vareilles;000;Commune hors attraction des villes;30;71;27
71554;Varenne-l'Arconce;336;Paray-le-Monial;20;71;27
71555;Varennes-le-Grand;070;Chalon-sur-Saône;20;71;27
71556;Varennes-lès-Mâcon;084;Mâcon;20;71;27
71557;Varenne-Saint-Germain;336;Paray-le-Monial;20;71;27
71558;Varennes-Saint-Sauveur;000;Commune hors attraction des villes;30;71;27
71559;Varennes-sous-Dun;000;Commune hors attraction des villes;30;71;27
71561;Vauban;000;Commune hors attraction des villes;30;71;27
71562;Vaudebarrier;582;Charolles;20;71;27
71563;Vaux-en-Pré;000;Commune hors attraction des villes;30;71;27
71564;Vendenesse-lès-Charolles;582;Charolles;20;71;27
71565;Vendenesse-sur-Arroux;436;Gueugnon;20;71;27
71566;Verdun-sur-le-Doubs;070;Chalon-sur-Saône;20;71;27
71567;Vergisson;084;Mâcon;20;71;27
71568;Vérissey;000;Commune hors attraction des villes;30;71;27
71570;Verjux;070;Chalon-sur-Saône;20;71;27
71571;Verosvres;000;Commune hors attraction des villes;30;71;27
71572;Vers;446;Tournus;20;71;27
71573;Versaugues;336;Paray-le-Monial;20;71;27
71574;Verzé;084;Mâcon;20;71;27
71576;Le Villars;446;Tournus;20;71;27
71577;Villegaudin;070;Chalon-sur-Saône;20;71;27
71578;Clux-Villeneuve;000;Commune hors attraction des villes;30;71;27
71579;Villeneuve-en-Montagne;070;Chalon-sur-Saône;20;71;27
71580;Vincelles;333;Louhans;20;71;27
71581;Vindecy;000;Commune hors attraction des villes;30;71;27
71582;La Vineuse sur Fregande;000;Commune hors attraction des villes;30;71;27
71583;Vinzelles;084;Mâcon;20;71;27
71584;Viré;084;Mâcon;20;71;27
71585;Virey-le-Grand;070;Chalon-sur-Saône;20;71;27
71586;Viry;582;Charolles;20;71;27
71588;Vitry-en-Charollais;336;Paray-le-Monial;20;71;27
71589;Vitry-sur-Loire;514;Bourbon-Lancy;20;71;27
71590;Volesvres;336;Paray-le-Monial;20;71;27
71591;Fleurville;084;Mâcon;20;71;27
89002;Aigremont;102;Auxerre;20;89;27
89003;Montholon;326;Joigny;20;89;27
89004;Aisy-sur-Armançon;442;Montbard;20;89;27
89005;Ancy-le-Franc;000;Commune hors attraction des villes;30;89;27
89006;Ancy-le-Libre;415;Tonnerre;20;89;27
89007;Andryes;383;Clamecy;20;89;27
89008;Angely;279;Avallon;20;89;27
89009;Annay-la-Côte;279;Avallon;20;89;27
89010;Annay-sur-Serein;000;Commune hors attraction des villes;30;89;27
89011;Annéot;279;Avallon;20;89;27
89012;Annoux;279;Avallon;20;89;27
89013;Appoigny;102;Auxerre;20;89;27
89014;Arces-Dilo;000;Commune hors attraction des villes;30;89;27
89015;Arcy-sur-Cure;279;Avallon;20;89;27
89016;Argentenay;415;Tonnerre;20;89;27
89017;Argenteuil-sur-Armançon;415;Tonnerre;20;89;27
89018;Armeau;118;Sens;20;89;27
89019;Arthonnay;000;Commune hors attraction des villes;30;89;27
89020;Asnières-sous-Bois;383;Clamecy;20;89;27
89021;Asquins;279;Avallon;20;89;27
89022;Athie;279;Avallon;20;89;27
89023;Augy;102;Auxerre;20;89;27
89024;Auxerre;102;Auxerre;11;89;27
89025;Avallon;279;Avallon;11;89;27
89027;Bagneaux;118;Sens;20;89;27
89028;Baon;415;Tonnerre;20;89;27
89029;Bassou;102;Auxerre;20;89;27
89030;Bazarnes;102;Auxerre;20;89;27
89031;Beaumont;102;Auxerre;20;89;27
89032;Beauvilliers;279;Avallon;20;89;27
89033;Beauvoir;102;Auxerre;20;89;27
89034;Beine;102;Auxerre;20;89;27
89035;Bellechaume;000;Commune hors attraction des villes;30;89;27
89036;La Belliole;000;Commune hors attraction des villes;30;89;27
89037;Béon;326;Joigny;20;89;27
89038;Bernouil;415;Tonnerre;20;89;27
89039;Béru;000;Commune hors attraction des villes;30;89;27
89040;Bessy-sur-Cure;102;Auxerre;20;89;27
89041;Beugnon;429;Saint-Florentin;20;89;27
89042;Bierry-les-Belles-Fontaines;442;Montbard;20;89;27
89043;Blacy;279;Avallon;20;89;27
89044;Blannay;279;Avallon;20;89;27
89045;Bleigny-le-Carreau;102;Auxerre;20;89;27
89046;Bléneau;000;Commune hors attraction des villes;30;89;27
89048;Bœurs-en-Othe;000;Commune hors attraction des villes;30;89;27
89049;Bois-d'Arcy;279;Avallon;20;89;27
89050;Bonnard;102;Auxerre;20;89;27
89051;Les Bordes;118;Sens;20;89;27
89053;Branches;102;Auxerre;20;89;27
89054;Brannay;001;Paris;20;89;27
89055;Brienon-sur-Armançon;000;Commune hors attraction des villes;30;89;27
89056;Brion;473;Migennes;20;89;27
89057;Brosses;279;Avallon;20;89;27
89058;Bussières;279;Avallon;20;89;27
89059;Bussy-en-Othe;473;Migennes;20;89;27
89060;Bussy-le-Repos;000;Commune hors attraction des villes;30;89;27
89061;Butteaux;429;Saint-Florentin;20;89;27
89062;Carisey;000;Commune hors attraction des villes;30;89;27
89063;La Celle-Saint-Cyr;326;Joigny;20;89;27
89064;Censy;000;Commune hors attraction des villes;30;89;27
89065;Cérilly;118;Sens;20;89;27
89066;Cerisiers;118;Sens;20;89;27
89067;Cézy;326;Joigny;20;89;27
89068;Chablis;670;Chablis;11;89;27
89069;Chailley;429;Saint-Florentin;20;89;27
89071;Chamoux;000;Commune hors attraction des villes;30;89;27
89072;Champcevrais;000;Commune hors attraction des villes;30;89;27
89073;Champignelles;000;Commune hors attraction des villes;30;89;27
89074;Champigny;001;Paris;20;89;27
89075;Champlay;326;Joigny;20;89;27
89076;Champlost;429;Saint-Florentin;20;89;27
89077;Champs-sur-Yonne;102;Auxerre;20;89;27
89079;Chamvres;326;Joigny;20;89;27
89080;La Chapelle-sur-Oreuse;118;Sens;20;89;27
89081;La Chapelle-Vaupelteigne;102;Auxerre;20;89;27
89083;Charbuy;102;Auxerre;20;89;27
89084;Charentenay;102;Auxerre;20;89;27
89085;Charmoy;102;Auxerre;20;89;27
